ID,FAMID,IDSC,IDSEX,IDAB,IDFAMAB,IDFAMSEX,INELIG,ETHNIC,Z_SES_2,ED_DEG_F3,ED_YRS_F3,POLITIC_F3,AGE_F3,AUTH_TOT_F3,EGALIT_F3,GSS_SOC_F3,GSS_ECON_F3,RETRIB_F3,RELIG_F3,ICAR_F3,ED_DEG_M,ED_YRS_M,POLITIC_M,AGE_M_F3,AUTH_TOT_M,EGALIT_M,GSS_SOC_M,GSS_ECON_M,RETRIB_M,RELIG_M_F3,ICAR_M,RELIG_D_IN,ED_DEG_D,ED_YRS_D,POLITIC_D,AGE_D_F3,AUTH_TOT_D,EGALIT_D,GSS_SOC_D,GSS_ECON_D,RETRIB_D,RELIG_D_F3,ICAR_D,Composite_M,Composite_D,Composite
8590203,85902,3,2,1,1,2,NA,4,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8590401,85904,1,2,1,1,2,NA,2,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8590403,85904,3,2,1,1,2,NA,2,1.68,6,18,4,29.05,2.83,4,3.64,4,3.2,10,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.31417334
8590701,85907,1,2,1,1,2,NA,2,-2.67,2,12,2,32.52,4.08,1.88,2,2.17,3.4,34,7,5,16,2,65.19,3.42,2.5,2.73,2.17,3.6,34,8,30,2,15,1,65.67,3.67,2.75,1.91,2,4,28,9,21.14650025,15.2519683,10.49316172
8590703,85907,3,2,1,1,2,NA,9,-2.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,16,2,65.19,3.42,2.5,2.73,2.17,3.6,34,8,30,2,15,1,65.67,3.67,2.75,1.91,2,4,28,9,21.14650025,15.2519683,NA
8590901,85909,1,2,1,3,2,NA,2,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,16,1,60.72,3.75,2.88,1.91,2.33,4,35,6,30,5,7,1,61.91,3.42,2,1.91,1.5,4.8,34,11,10.68259657,4.152157369,NA
8590902,85909,2,2,2,3,2,NA,1,0.58,5,16,2,31.36,3.67,2.63,1.73,2.5,3.6,33,5,5,16,1,60.72,3.75,2.88,1.91,2.33,4,35,6,30,5,7,1,61.91,3.42,2,1.91,1.5,4.8,34,11,10.68259657,4.152157369,15.50630164
8591001,85910,1,2,1,1,2,NA,2,1.37,7,20,5,32.75,2.17,5,4.64,5,1.6,6,9,6,19,4,66.54,2.25,4,3.91,3.83,2.2,12,11,14,6,18,4,72.04,2,3.88,3.36,4.17,1.8,19,9,77.45738376,73.77307375,94.35876941
8591003,85910,3,2,1,1,2,NA,2,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,19,4,66.54,2.25,4,3.91,3.83,2.2,12,11,14,6,18,4,72.04,2,3.88,3.36,4.17,1.8,19,9,77.45738376,73.77307375,NA
8591101,85911,1,2,1,3,2,NA,4,-1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,14,3,54.26,3,3.75,3.2,3.83,3,26,7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.7877755,NA,NA
8591102,85911,2,2,2,3,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,14,3,54.26,3,3.75,3.2,3.83,3,26,7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.7877755,NA,NA
8591201,85912,1,2,1,1,2,NA,2,0.58,5,16,2,32.88,4.5,2.63,1.73,1.5,4.2,27,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.309911873
8591203,85912,3,2,1,1,2,NA,2,0.58,6,19,2,28.64,3.25,2.63,2.73,3.17,3,34,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.5143721
8591301,85913,1,2,1,1,2,NA,2,0.79,5,16,3,33.32,3.25,3.25,3.09,3.5,3.4,12,5,6,18,5,68.66,2.5,4.38,4.09,4.83,3.2,8,15,25,6,18,5,71.63,2.42,4.13,4.36,4.67,2,32,10,82.8412681,76.90566186,45.83523507
8591303,85913,3,2,1,1,2,NA,2,0.79,5,18,5,30.84,2.08,4.25,3.73,4,2.2,6,15,6,18,5,68.66,2.5,4.38,4.09,4.83,3.2,8,15,25,6,18,5,71.63,2.42,4.13,4.36,4.67,2,32,10,82.8412681,76.90566186,78.62156086
8591401,85914,1,2,1,1,2,NA,1,0.32,6,18,4,34.09,3.17,3.38,3.73,3.83,3.6,29,9,5,17,5,71.74,2.42,3.88,3.45,3,4,16,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.69956776,NA,47.68643352
8591403,85914,3,2,1,1,2,NA,1,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,17,5,71.74,2.42,3.88,3.45,3,4,16,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.69956776,NA,NA
8591600,85916,0,2,2,3,2,NA,1,-0.22,6,21,5,33.26,1.58,4.75,4.36,4.67,2,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.05613036
8591603,85916,3,2,1,3,2,NA,2,-0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8591701,85917,1,2,1,1,2,NA,1,0.32,5,16,2,33.54,3.08,2.13,2.73,2.17,3.6,12,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.26852464
8591703,85917,3,2,1,1,2,NA,1,0.32,3,15,3,28.61,3.08,3.5,3.55,3.67,3.6,11,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.68203811
8595505,85955,5,2,1,1,4,NA,2,0.92,5,16,4,33.66,3.08,4.25,3.36,4.83,3.6,17,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.24422483
8595507,85955,7,1,1,1,4,NA,2,0.92,5,16,2,31.06,3.33,4.13,3.45,3.67,3,11,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.19824299
8595605,85956,5,2,1,1,4,NA,2,-1.75,5,16,4,33.06,2.08,4.25,3.82,3.83,3.4,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4,15,3,62.75,3.58,3.5,2.55,4.5,3.6,9,3,NA,49.6433186,69.37766889
8595607,85956,7,1,1,1,4,NA,2,-1.75,5,16,2,31.67,3.67,2.88,3.45,3,4.4,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4,15,3,62.75,3.58,3.5,2.55,4.5,3.6,9,3,NA,49.6433186,34.78847509
8595805,85958,5,2,1,1,4,NA,2,1.37,4,15,5,33.28,2,4.88,3.73,4.83,2.6,11,10,6,20,4,70.24,2.75,4.63,4,4.83,2.4,34,10,20,6,19,3,69.29,2.5,3.75,4,3.67,2.6,23,2,73.23779918,61.65065749,81.56097283
8595807,85958,7,1,1,1,4,NA,9,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,20,4,70.24,2.75,4.63,4,4.83,2.4,34,10,20,6,19,3,69.29,2.5,3.75,4,3.67,2.6,23,2,73.23779918,61.65065749,NA
8595905,85959,5,2,1,1,4,NA,2,0.58,6,19,4,32.89,2.75,3.88,3.36,3.17,3,13,9,5,16,4,64.46,2.42,3.75,3.82,4.33,3.4,13,9,16,5,16,2,65.42,3.08,3.5,3.27,2.67,4,10,4,68.91791099,42.36892431,56.74584188
8595907,85959,7,1,1,1,4,NA,2,0.58,5,16,4,29.54,1.75,4.5,4.27,4.33,2.6,14,9,5,16,4,64.46,2.42,3.75,3.82,4.33,3.4,13,9,16,5,16,2,65.42,3.08,3.5,3.27,2.67,4,10,4,68.91791099,42.36892431,77.5457759
8596000,85960,0,2,2,2,2,NA,1,0.62,4,14,3,33.45,2.83,3.38,3.64,2.33,2.8,12,11,4,14,5,59.13,2.42,4,4.09,3.67,3,11,8,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.21090155,NA,49.87703813
8596002,85960,2,2,2,2,2,NA,1,0.62,6,19,5,30.97,1.58,4.75,4.64,4.83,2.6,3,11,4,14,5,59.13,2.42,4,4.09,3.67,3,11,8,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.21090155,NA,91.81458376
8596100,85961,0,2,2,2,2,NA,1,-2.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8596102,85961,2,2,2,2,2,NA,1,-2.21,4,14,2,30.62,2.92,3.25,2.91,3.33,3.2,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.57204476
8596200,85962,0,2,2,2,2,NA,1,-0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8596202,85962,2,2,2,2,2,NA,1,-0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8596300,85963,0,2,2,2,2,NA,1,-2.32,3,14,2,32.91,3,2.38,3.45,2.17,3,13,11,5,17,2,61.11,2.5,3.5,3,2.83,2.8,27,6,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.59127608,NA,37.75162821
8596302,85963,2,2,2,2,2,NA,1,-2.32,5,17,4,30.76,2.25,3.5,3.73,4.17,2,22,4,5,17,2,61.11,2.5,3.5,3,2.83,2.8,27,6,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.59127608,NA,66.3790085
8660301,86603,1,1,1,1,1,NA,2,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,17,4,66.11,1.75,4,4,4.17,2.8,20,6,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.81413312,NA,NA
8660303,86603,3,1,1,1,1,NA,9,0.86,5,17,4,28.08,1.75,4,4.45,4.5,2.4,11,13,6,17,4,66.11,1.75,4,4,4.17,2.8,20,6,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.81413312,NA,79.3757466
8660501,86605,1,1,1,3,1,NA,2,-0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8660502,86605,2,1,2,3,1,NA,1,-0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8660601,86606,1,1,1,1,1,NA,1,1.12,5,16,2,31.79,3.83,2.38,3.09,3.33,3,14,3,5,16,5,66.91,2.58,3.5,3.64,3.67,3.4,9,6,6,6,19,3,67.67,2.08,3.75,3.45,3.83,2.8,7,9,67.06506918,67.08275259,35.71636999
8660603,86606,3,1,1,1,1,NA,1,1.12,5,19,4,28.53,2,3.5,4,3.67,3.2,4,10,5,16,5,66.91,2.58,3.5,3.64,3.67,3.4,9,6,6,6,19,3,67.67,2.08,3.75,3.45,3.83,2.8,7,9,67.06506918,67.08275259,67.87928026
8660701,86607,1,1,1,3,1,NA,4,-0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,12,5,62.23,3,4,3.09,3.83,3,12,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.10729092,NA,NA
8660702,86607,2,1,2,3,1,NA,1,-0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,12,5,62.23,3,4,3.09,3.83,3,12,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.10729092,NA,NA
8660801,86608,1,1,1,1,1,NA,1,0.11,2,14,4,32.21,3.25,3.38,3.27,3.83,3.4,15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.18021694
8660803,86608,3,1,1,1,1,NA,1,0.11,4,2,4,28.86,3,3.13,3.09,3.5,3.4,12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.18686483
8661001,86610,1,1,1,3,1,NA,1,-0.81,3,14,1,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8661002,86610,2,1,2,3,1,NA,1,-0.81,4,15,4,31.31,3.25,3.13,2.73,3.5,3.6,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.37378213
8661301,86613,1,1,1,1,1,NA,2,-0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8661303,86613,3,1,1,1,1,NA,2,-0.77,2,14,4,30.56,2.67,3.63,3.45,4,4.2,8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.01404699
8661401,86614,1,1,1,3,1,NA,1,-1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8661402,86614,2,1,2,3,1,NA,1,-1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8664405,86644,5,1,1,1,3,NA,2,0.32,2,13,3,32.51,3.5,2.38,3,3,4,11,10,2,14,4,62.42,3,3,3.09,3.17,3.8,3,11,2,5,16,3,66.93,2.92,2.13,3.18,3.83,3.8,7,11,52.19003801,46.66264969,34.94427136
8664407,86644,7,2,1,1,3,NA,5,0.32,5,16,4,27.75,2.25,3.88,3.73,3.83,3.4,7,2,2,14,4,62.42,3,3,3.09,3.17,3.8,3,11,2,5,16,3,66.93,2.92,2.13,3.18,3.83,3.8,7,11,52.19003801,46.66264969,65.04025335
8664605,86646,5,1,1,1,3,NA,1,-0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,12,3,67.16,3.17,3.25,3,3,3.2,34,5,16,2,12,3,68.86,3.42,3.38,3,3,3,30,3,38.85109449,41.25950635,NA
8664607,86646,7,2,1,1,3,NA,1,-0.9,2,12,3,29.26,3,3,2.82,3.17,3,21,4,2,12,3,67.16,3.17,3.25,3,3,3.2,34,5,16,2,12,3,68.86,3.42,3.38,3,3,3,30,3,38.85109449,41.25950635,41.69815165
8664705,86647,5,1,1,3,3,NA,1,-0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8664706,86647,6,2,2,3,3,NA,1,-0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8664805,86648,5,1,1,1,3,NA,2,-0.33,5,16,2,31.76,2.58,3.88,3.64,3,3.6,7,15,3,13,2,61.39,3.75,3.13,2.55,3.33,3.6,34,4,22,5,16,3,64.69,2.67,2.75,2.91,3.83,3.8,27,7,27.55988426,42.6738139,50.91871872
8664807,86648,7,2,1,1,3,NA,20,-0.33,5,16,5,28.39,2.58,4.63,3.73,4.17,2.2,12,10,3,13,2,61.39,3.75,3.13,2.55,3.33,3.6,34,4,22,5,16,3,64.69,2.67,2.75,2.91,3.83,3.8,27,7,27.55988426,42.6738139,75.78680018
8664905,86649,5,1,1,3,3,NA,2,0.58,6,18,2,32.64,2.5,3.25,3.36,3.83,3.2,10,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.6887868
8664906,86649,6,2,2,3,3,NA,1,0.58,5,16,4,29.13,2.5,3.25,4.36,4.33,3.2,13,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.35058188
8665005,86650,5,1,1,3,3,NA,2,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8665006,86650,6,2,2,3,3,NA,1,1.3,5,16,4,28.11,2.5,4.38,3.73,4.5,3.4,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.05253835
8665105,86651,5,1,1,1,3,NA,2,0.83,5,16,4,33.17,2.17,3.5,4.18,4.67,2.2,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.1519954
8665107,86651,7,2,1,1,3,NA,2,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8665205,86652,5,1,1,1,3,NA,2,1.12,5,18,4,31.82,2.67,3.5,3.64,3.67,3.2,4,15,5,16,4,62.61,2.58,4.13,4,3.33,2.6,31,9,12,7,19,5,64.27,2.33,4.13,4,4.33,2.2,7,10,63.56147907,82.29678312,61.90317278
8665207,86652,7,2,1,1,3,NA,2,1.12,7,20,5,30.11,1.75,4.38,4,4.67,1.4,7,11,5,16,4,62.61,2.58,4.13,4,3.33,2.6,31,9,12,7,19,5,64.27,2.33,4.13,4,4.33,2.2,7,10,63.56147907,82.29678312,89.55803108
8665305,86653,5,1,1,1,3,NA,2,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,16,3,67.42,3,3.88,3.27,3.67,3.8,27,10,25,6,19,2,66.88,2.83,3.38,3.09,3,3.2,29,13,47.42048288,41.38380974,NA
8665307,86653,7,2,1,1,3,NA,2,0.83,5,16,3,29.5,3.67,3.63,2.64,3.5,3,19,4,5,16,3,67.42,3,3.88,3.27,3.67,3.8,27,10,25,6,19,2,66.88,2.83,3.38,3.09,3,3.2,29,13,47.42048288,41.38380974,41.83997531
8665405,86654,5,1,1,1,3,NA,2,-0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8665407,86654,7,2,1,1,3,NA,2,-0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8665605,86656,5,1,1,1,3,NA,2,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,18,4,61.67,2.33,4,3.55,4.17,3,6,9,3,5,19,4,62.76,2.5,3.88,3.82,3.83,3.8,8,8,73.87880094,64.24725182,NA
8665607,86656,7,2,1,1,3,NA,2,0.65,1,15,5,28.47,2.25,4.5,4.45,4.83,2.4,9,15,6,18,4,61.67,2.33,4,3.55,4.17,3,6,9,3,5,19,4,62.76,2.5,3.88,3.82,3.83,3.8,8,8,73.87880094,64.24725182,84.38864687
8665705,86657,5,1,1,1,3,NA,2,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,16,4,70.82,2.67,3.25,3.45,3.5,3.2,8,10,7,5,16,4,70.65,2.58,3.5,3.45,3,2.6,5,7,61.3849965,64.15011275,NA
8665707,86657,7,2,1,1,3,NA,2,0.48,5,16,5,30.42,1.42,4.13,4.36,4.83,2,4,14,5,16,4,70.82,2.67,3.25,3.45,3.5,3.2,8,10,7,5,16,4,70.65,2.58,3.5,3.45,3,2.6,5,7,61.3849965,64.15011275,91.1749211
8665805,86658,5,1,1,3,3,NA,4,0.32,7,20,3,32.37,2.58,4.25,4.18,4.5,2.4,4,10,5,18,4,58.08,2.83,3.75,3.55,3.67,3.4,22,13,27,3,14,2,58.3,2.75,3.5,2.64,4,3.4,28,9,57.54037304,43.94325723,73.43494194
8665806,86658,6,2,2,3,3,NA,1,0.32,5,16,4,29.51,2.58,3.13,3.55,3.33,3.2,9,15,5,18,4,58.08,2.83,3.75,3.55,3.67,3.4,22,13,27,3,14,2,58.3,2.75,3.5,2.64,4,3.4,28,9,57.54037304,43.94325723,56.74856228
8665905,86659,5,1,1,1,3,NA,5,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8665907,86659,7,2,1,1,3,NA,5,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8669104,86691,4,1,2,2,3,NA,1,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,18,4,61.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8669106,86691,6,2,2,2,3,NA,1,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,18,4,61.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8669604,86696,4,1,2,2,3,NA,1,0.87,5,16,5,32.06,1.42,4.88,4.18,4.67,3.4,7,14,3,14,5,60.95,2.25,3.75,3.55,3.5,2.4,9,10,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.62008221,NA,84.14585083
8669606,86696,6,2,2,2,3,NA,1,0.87,5,19,4,29.87,2.92,3.38,3.55,3,3.2,18,14,3,14,5,60.95,2.25,3.75,3.55,3.5,2.4,9,10,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.62008221,NA,50.81290325
8669704,86697,4,1,2,2,3,NA,1,-2.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,12,3,52.58,2.58,3.25,3,3.83,3.6,19,6,19,1,11,3,52.45,2.67,2.63,3.18,2.83,3.6,16,8,50.54338168,44.15664311,NA
8669706,86697,6,2,2,2,3,NA,1,-2.23,2,14,3,29.47,3.5,3.88,3.09,3.17,3.6,5,3,2,12,3,52.58,2.58,3.25,3,3.83,3.6,19,6,19,1,11,3,52.45,2.67,2.63,3.18,2.83,3.6,16,8,50.54338168,44.15664311,47.38117947
8669804,86698,4,1,2,2,3,NA,1,-1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,14,2,68.57,3.58,2.88,2.36,3.17,4,20,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.43206733,NA,NA
8669806,86698,6,2,2,2,3,NA,1,-1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,14,2,68.57,3.58,2.88,2.36,3.17,4,20,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.43206733,NA,NA
8669904,86699,4,1,2,2,3,NA,1,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,16,2,60.43,3.58,2.5,2.55,1.83,3.6,33,12,26,5,16,2,60.04,2.83,2.13,2.55,1.67,2.4,32,16,17.67109751,29.90423121,NA
8669906,86699,6,2,2,2,3,NA,1,0.28,5,16,2,29.58,3.33,2.38,2.64,2.5,3,27,15,5,16,2,60.43,3.58,2.5,2.55,1.83,3.6,33,12,26,5,16,2,60.04,2.83,2.13,2.55,1.67,2.4,32,16,17.67109751,29.90423121,27.14602
8670201,86702,1,1,1,1,1,NA,2,-0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,3,14,4,71.55,1.92,4.38,4,4.17,3.2,15,12,NA,73.60487601,NA
8670203,86702,3,1,1,1,1,NA,2,-0.46,5,16,4,31.17,3.17,3.75,3.36,4,2.4,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,3,14,4,71.55,1.92,4.38,4,4.17,3.2,15,12,NA,73.60487601,62.64157199
8670401,86704,1,1,1,1,1,NA,2,0.32,5,16,2,32.04,3.42,3.13,2.36,3.5,3.2,35,14,2,12,4,73.53,3.08,3.13,2.91,3.83,3.4,27,6,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.66961183,NA,28.66592899
8670403,86704,3,1,1,1,1,NA,2,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,12,4,73.53,3.08,3.13,2.91,3.83,3.4,27,6,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.66961183,NA,NA
8670501,86705,1,1,1,1,1,NA,1,0.87,4,15,3,31.89,3.17,4.63,2.82,3.67,3,13,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.37592294
8670503,86705,3,1,1,1,1,NA,1,0.87,1,14,2,28.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
