ID,FAMID,IDSC,IDSEX,IDAB,IDFAMAB,IDFAMSEX,INELIG,ETHNIC,Z_SES_2,ED_DEG_F3,ED_YRS_F3,POLITIC_F3,AGE_F3,AUTH_TOT_F3,EGALIT_F3,GSS_SOC_F3,GSS_ECON_F3,RETRIB_F3,RELIG_F3,ICAR_F3,ED_DEG_M,ED_YRS_M,POLITIC_M,AGE_M_F3,AUTH_TOT_M,EGALIT_M,GSS_SOC_M,GSS_ECON_M,RETRIB_M,RELIG_M_F3,ICAR_M,RELIG_D_IN,ED_DEG_D,ED_YRS_D,POLITIC_D,AGE_D_F3,AUTH_TOT_D,EGALIT_D,GSS_SOC_D,GSS_ECON_D,RETRIB_D,RELIG_D_F3,ICAR_D,Composite_M,Composite_D,Composite
8080201,80802,1,2,1,1,2,NA,2,0.07,5,18,5,37.76,NA,NA,NA,NA,NA,NA,NA,5,16,5,73.62,3.08,3.5,3.27,1.33,2.8,19,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.09710553,NA,NA
8080203,80802,3,2,1,1,2,NA,2,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,16,5,73.62,3.08,3.5,3.27,1.33,2.8,19,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.09710553,NA,NA
8080301,80803,1,2,1,1,2,NA,2,-1.07,5,16,4,37.54,2.75,4,3.73,4.17,3.4,5,13,2,12,4,66.21,3.08,2.5,2.91,3.33,3.4,3,11,10,2,12,3,67.82,3.67,3.25,2.82,3.67,3.8,7,6,51.38767816,45.09640748,64.98810459
8080303,80803,3,2,1,1,2,NA,2,-1.07,5,16,4,35.54,2.42,3.75,3.36,3.5,3.4,1,10,2,12,4,66.21,3.08,2.5,2.91,3.33,3.4,3,11,10,2,12,3,67.82,3.67,3.25,2.82,3.67,3.8,7,6,51.38767816,45.09640748,62.22420188
8080501,80805,1,2,1,1,2,NA,2,-1.86,4,15,3,37.85,2.83,3.25,3.09,3.67,3.2,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.4932697
8080503,80805,3,2,1,1,2,NA,2,-1.86,2,12,1,36.91,3.42,2.88,2.55,3.83,3.2,30,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.69797568
8080800,80808,0,2,2,3,2,NA,1,-1.08,6,19,1,37.91,3.75,1.88,2.09,2.17,3.8,34,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.394509112
8080803,80808,3,2,1,3,2,NA,2,-1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8086000,80860,0,2,2,2,2,NA,1,-1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8086002,80860,2,2,2,2,2,NA,1,-1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8086100,80861,0,2,2,2,2,NA,1,-0.9,4,16,3,37.44,3.58,2.75,2.73,3.67,3.6,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.29462561
8086102,80861,2,2,2,2,2,NA,1,-0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8090101,80901,1,2,1,1,2,NA,2,-0.22,5,16,4,38.19,1.75,4.38,4.27,4.33,2.8,2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.70034139
8090103,80901,3,2,1,1,2,NA,2,-0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8090201,80902,1,2,1,1,2,NA,7,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8090203,80902,3,2,1,1,2,NA,7,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8090401,80904,1,2,1,1,2,NA,2,-0.47,5,16,4,37.95,2.58,4.13,3.73,3.83,2.8,3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.98132279
8090403,80904,3,2,1,1,2,NA,2,-0.47,5,16,4,34.01,2.42,3.63,3.64,3.17,3.4,6,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.81850222
8096000,80960,0,2,2,2,2,NA,1,-0.33,6,19,4,38.22,2.42,2.63,4.27,3.17,2.8,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.74821209
8096002,80960,2,2,2,2,2,NA,1,-0.33,5,16,5,34.62,2.42,3.88,3.73,3.5,2.6,3,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.78973239
8160200,81602,0,1,2,3,1,NA,1,0.54,7,21,2,36.77,2.5,2.75,3.45,2.33,3,15,12,6,17,4,72.01,2.75,3.5,3.36,3.33,3,30,12,27,5,16,4,74.78,2.42,3.5,3,3.17,2.8,30,8,53.13264628,53.3617936,42.25061163
8160203,81602,3,1,1,3,1,NA,2,0.54,5,20,4,34.01,2.17,4.13,3.45,3.67,3.2,7,4,6,17,4,72.01,2.75,3.5,3.36,3.33,3,30,12,27,5,16,4,74.78,2.42,3.5,3,3.17,2.8,30,8,53.13264628,53.3617936,65.34516744
8175705,81757,5,1,1,1,3,NA,2,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,21,4,71.92,2.17,3.88,4.09,3.83,2.8,25,11,13,7,20,4,70.49,2.25,4.25,3.73,4.83,2.8,14,11,69.15895563,75.0489392,NA
8175707,81757,7,2,1,1,3,NA,2,1.37,5,16,4,34.8,2.5,4.88,4.09,4.5,3.6,2,13,7,21,4,71.92,2.17,3.88,4.09,3.83,2.8,25,11,13,7,20,4,70.49,2.25,4.25,3.73,4.83,2.8,14,11,69.15895563,75.0489392,74.04367021
8175805,81758,5,1,1,1,3,NA,1,NA,2,15,5,36.76,1.33,4.63,4.91,5,2.2,4,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.78407953
8175807,81758,7,2,1,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8175905,81759,5,1,1,1,3,NA,1,0.83,4,14,3,37,1.92,3.63,3.09,3.67,4.2,4,9,6,19,4,73.39,3.17,3.25,3.09,3.5,2.8,23,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.58225059,NA,54.99155619
8175907,81759,7,2,1,1,3,NA,2,0.83,4,14,1,34.54,3.33,3,2.27,2.17,3.4,13,11,6,19,4,73.39,3.17,3.25,3.09,3.5,2.8,23,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.58225059,NA,26.27408943
8176000,81760,0,1,2,2,1,NA,1,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,16,4,67.44,2.75,2.5,2.91,3.83,3.2,24,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.90434284,NA,NA
8176002,81760,2,1,2,2,1,NA,1,0.03,6,18,3,35.47,2.45,3.88,3.7,4,4,15,15,5,16,4,67.44,2.75,2.5,2.91,3.83,3.2,24,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.90434284,NA,54.70748244
8176300,81763,0,1,2,2,1,NA,1,-0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,5,16,3,59.51,2.75,2.88,2.91,2.83,4,14,9,NA,42.08361796,NA
8176302,81763,2,1,2,2,1,NA,1,-0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,5,16,3,59.51,2.75,2.88,2.91,2.83,4,14,9,NA,42.08361796,NA
8176500,81765,0,1,2,2,1,NA,1,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,18,3,62.14,3.67,2.63,2.36,4,4.2,9,9,6,6,18,4,64.35,2.58,2.75,3,3.67,3.6,6,8,37.55298014,55.14088587,NA
8176502,81765,2,1,2,2,1,NA,1,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,18,3,62.14,3.67,2.63,2.36,4,4.2,9,9,6,6,18,4,64.35,2.58,2.75,3,3.67,3.6,6,8,37.55298014,55.14088587,NA
8180101,81801,1,2,1,1,2,NA,2,0.07,5,16,4,36.46,3,3.25,3.91,3.33,3,16,4,4,14,3,68.06,2.83,3.25,3.36,3.33,3.4,33,9,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.98550404,NA,55.18045657
8180103,81801,3,2,1,1,2,NA,2,0.07,6,20,4,34.53,2.17,3.75,4.18,4.33,1.8,8,11,4,14,3,68.06,2.83,3.25,3.36,3.33,3.4,33,9,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.98550404,NA,77.85712769
8180201,81802,1,2,1,1,2,NA,2,1.37,5,16,3,36.79,2.67,3.25,3.18,4.5,4,5,13,7,20,4,68.48,2.25,4,3.64,3.67,2.4,3,11,9,5,16,5,71.05,1.75,4,4.27,4.17,2.4,7,11,77.39289569,84.81474273,53.8743945
8180203,81802,3,2,1,1,2,NA,2,1.37,5,16,5,34.94,NA,NA,NA,NA,NA,NA,NA,7,20,4,68.48,2.25,4,3.64,3.67,2.4,3,11,9,5,16,5,71.05,1.75,4,4.27,4.17,2.4,7,11,77.39289569,84.81474273,NA
8180301,81803,1,2,1,1,2,NA,1,0.05,4,14,5,38.02,1.33,4.88,4.27,4.67,2.2,14,10,5,16,4,64.57,2.67,4.38,3.45,4.5,1.2,28,3,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.70657969,NA,88.77269657
8180303,81803,3,2,1,1,2,NA,1,0.05,5,18,3,33.1,2.67,3.5,3.91,3.5,2.8,6,7,5,16,4,64.57,2.67,4.38,3.45,4.5,1.2,28,3,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.70657969,NA,60.58057133
8180401,81804,1,2,1,1,2,NA,2,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8180403,81804,3,2,1,1,2,NA,2,0.05,3,2,3,32,3.75,3.13,3.55,3.33,3,20,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.19847277
8180601,81806,1,2,1,1,2,NA,2,0.03,4,14,4,37.68,2.25,3.63,3.09,3.67,2.8,18,3,5,18,3,66.57,3.08,5,3.18,4.33,4.2,24,5,12,2,14,4,63.06,3.25,4,2.91,4,4,3,3,54.55762187,57.10010826,58.36367246
8180603,81806,3,2,1,1,2,NA,2,0.03,6,18,4,35.14,2.92,3.5,3.91,3.67,3.6,6,7,5,18,3,66.57,3.08,5,3.18,4.33,4.2,24,5,12,2,14,4,63.06,3.25,4,2.91,4,4,3,3,54.55762187,57.10010826,59.08043852
8180701,81807,1,2,1,1,2,NA,2,-1.11,5,16,5,37.06,2.42,3.75,3.91,4.4,3,3,7,2,12,4,70.65,2.83,3.63,2.91,4,3.4,6,12,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.43213696,NA,74.215405
8180703,81807,3,2,1,1,2,NA,2,-1.11,6,20,5,35.84,2,4.13,4,3.67,2.8,1,13,2,12,4,70.65,2.83,3.63,2.91,4,3.4,6,12,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.43213696,NA,77.40398988
8181001,81810,1,2,1,1,2,NA,2,-0.47,4,12,3,37.22,3.67,3,2.55,3.83,2.8,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.62394369
8181003,81810,3,2,1,1,2,NA,2,-0.47,6,19,4,34.72,2.58,3.88,3.55,4.17,2.8,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.40791806
8190101,81901,1,2,1,1,2,NA,2,-0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8190103,81901,3,2,1,1,2,NA,2,-0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8190201,81902,1,2,1,1,2,NA,2,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,16,2,70.77,3.92,2.88,2,2.5,3.2,29,8,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.14290016,NA,NA
8190203,81902,3,2,1,1,2,NA,2,0.07,6,18,4,34.44,3.33,3,3.09,3.83,2.8,4,6,5,16,2,70.77,3.92,2.88,2,2.5,3.2,29,8,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.14290016,NA,55.52289624
8190301,81903,1,2,1,1,2,NA,2,0.07,7,19,5,36.4,1.75,4,4.55,4.67,3.2,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.46850626
8190303,81903,3,2,1,1,2,NA,2,0.07,5,16,4,32.49,3.08,3.88,3.45,3.5,2.6,21,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.78714696
8190401,81904,1,2,1,1,2,NA,2,0.79,5,16,4,36.6,2.67,3.38,3.27,3.33,2.6,9,15,6,19,5,75.13,2.67,4.25,4,4,1.8,18,4,26,7,21,4,69.46,2.33,3.88,4.18,4.17,2.8,23,10,81.16910083,68.66020943,58.90550892
8190403,81904,3,2,1,1,2,NA,2,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,19,5,75.13,2.67,4.25,4,4,1.8,18,4,26,7,21,4,69.46,2.33,3.88,4.18,4.17,2.8,23,10,81.16910083,68.66020943,NA
8190601,81906,1,2,1,1,2,NA,5,0.58,5,18,3,37.33,NA,NA,NA,NA,NA,NA,NA,6,18,2,67.71,3.5,3.63,2.55,3.17,4.4,NA,NA,25,5,16,1,70.84,2.75,2.5,3.18,2.17,2.6,26,10,NA,35.38288381,NA
8190603,81906,3,2,1,1,2,NA,9,0.58,5,16,2,34.66,3.17,2.25,3.18,2.67,3.4,13,5,6,18,2,67.71,3.5,3.63,2.55,3.17,4.4,NA,NA,25,5,16,1,70.84,2.75,2.5,3.18,2.17,2.6,26,10,NA,35.38288381,34.7887788
8190700,81907,0,2,2,3,2,NA,1,-0.71,2,12,3,36.71,2.5,3.75,3.73,4.33,2.4,9,4,3,14,3,65.03,3.08,2.86,2.91,4.17,2.6,13,5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.49237516,NA,66.35508778
8190703,81907,3,2,1,3,2,NA,2,-0.71,5,17,2,33.54,3.33,2.63,3,2.5,3.2,19,8,3,14,3,65.03,3.08,2.86,2.91,4.17,2.6,13,5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.49237516,NA,32.42305225
8191000,81910,0,2,2,3,2,NA,1,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8191003,81910,3,2,1,3,2,NA,2,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8196000,81960,0,2,2,2,2,NA,1,-3.05,3,15,NA,37.14,3.5,2.5,2,3.67,3.4,23,9,3,13,2,60.12,3.5,3.13,1.82,3.5,4.2,30,5,19,2,12,1,62.18,3.5,2.63,2.27,2.67,4.6,13,5,23.51666522,22.62668574,NA
8196002,81960,2,2,2,2,2,NA,1,-3.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,13,2,60.12,3.5,3.13,1.82,3.5,4.2,30,5,19,2,12,1,62.18,3.5,2.63,2.27,2.67,4.6,13,5,23.51666522,22.62668574,NA
8196300,81963,0,2,2,2,2,NA,1,-1.64,5,16,3,36.38,3.42,3.38,3.27,3,3.2,11,10,5,16,4,69.09,2.92,3.75,3.45,3.83,3.6,22,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.92740647,NA,45.63289026
8196302,81963,2,2,2,2,2,NA,1,-1.64,5,18,4,35.11,3,3.88,3.82,3.83,3.8,5,11,5,16,4,69.09,2.92,3.75,3.45,3.83,3.6,22,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.92740647,NA,59.84768717
8196400,81964,0,2,2,2,2,NA,1,0.05,2,14,2,37.42,3.5,2.38,3.45,3,3.2,17,9,5,19,4,69.76,3.75,4.13,3.09,4,3.6,27,7,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.43728647,NA,35.96127932
8196402,81964,2,2,2,2,2,NA,1,0.05,5,16,3,34.31,2.75,3.75,2.91,4,3.6,24,11,5,19,4,69.76,3.75,4.13,3.09,4,3.6,27,7,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.43728647,NA,46.41081892
8196500,81965,0,2,2,2,2,NA,1,-0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8196502,81965,2,2,2,2,2,NA,1,-0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8196600,81966,0,2,2,2,2,NA,1,NA,6,18,2,36.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8196602,81966,2,2,2,2,2,NA,1,NA,5,18,2,33.51,3.67,2.38,3.73,2.33,3.6,10,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.17834629
8196700,81967,0,2,2,2,2,NA,1,-0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,15,1,67.9,3.33,3,2.09,2.17,4,31,6,19,5,16,2,67.86,3.75,2.63,2.64,2,3.8,26,8,15.84644402,22.89406113,NA
8196702,81967,2,2,2,2,2,NA,1,-0.33,6,18,2,33.81,3.67,2.88,2.09,3.17,4,28,4,4,15,1,67.9,3.33,3,2.09,2.17,4,31,6,19,5,16,2,67.86,3.75,2.63,2.64,2,3.8,26,8,15.84644402,22.89406113,21.58221658
8260201,82602,1,1,1,3,1,NA,1,-2.47,4,14,3,36.05,3.17,3.25,3.45,3.83,3.2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.73684256
8260202,82602,2,1,2,3,1,NA,1,-2.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8260301,82603,1,1,1,3,1,NA,2,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8260302,82603,2,1,2,3,1,NA,1,0.28,7,20,4,34.45,2.5,4,3.91,4.5,3,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.88822802
8260401,82604,1,1,1,1,1,NA,2,0.4,5,17,4,36,3.08,2.75,3.45,3,3.6,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.11490891
8260403,82604,3,1,1,1,1,NA,2,0.4,5,16,4,33.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8260501,82605,1,1,1,1,1,NA,1,-0.94,6,18,3,35.77,2,2.88,2.55,2.83,4.6,23,14,6,18,2,66.28,2.58,3.63,2.82,3.17,3.8,26,13,28,6,19,1,66.98,4.17,1.88,1.64,2.17,3.2,29,3,40.42320543,11.21860101,34.65211459
8260503,82605,3,1,1,1,1,NA,1,-0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,18,2,66.28,2.58,3.63,2.82,3.17,3.8,26,13,28,6,19,1,66.98,4.17,1.88,1.64,2.17,3.2,29,3,40.42320543,11.21860101,NA
8265604,82656,4,1,2,3,3,NA,1,-1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,16,1,65.86,3.58,2.63,2.82,3.17,3.8,34,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.9136313,NA,NA
8265607,82656,7,2,1,3,3,NA,2,-1.04,5,16,NA,32.47,2.92,3.13,3.55,3.17,4,4,12,5,16,1,65.86,3.58,2.63,2.82,3.17,3.8,34,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.9136313,NA,NA
8265705,82657,5,1,1,1,3,NA,1,0.54,5,16,4,35.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8265707,82657,7,2,1,1,3,NA,2,0.54,4,17,3,32.85,2.92,3.13,2.91,3.5,2.8,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.16727494
8265805,82658,5,1,1,1,3,NA,2,-0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,15,4,67.18,3.08,3.88,3.27,4,3.4,20,14,12,4,15,4,71.65,1.5,4.75,4.45,4.83,3.4,5,6,57.57995625,85.82955373,NA
8265807,82658,7,2,1,1,3,NA,5,-0.75,5,16,4,35.68,2.42,4.5,3.64,4,2.8,8,4,4,15,4,67.18,3.08,3.88,3.27,4,3.4,20,14,12,4,15,4,71.65,1.5,4.75,4.45,4.83,3.4,5,6,57.57995625,85.82955373,69.83750852
8265904,82659,4,1,2,3,3,NA,1,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,17,2,62.75,2.83,2.5,2.64,3,3.6,20,10,19,4,14,2,65.23,3.17,2.38,2.45,2.5,3.8,21,10,34.51548111,28.41385925,NA
8265907,82659,7,2,1,3,3,NA,2,0.11,4,14,4,34.51,2.58,4.25,4.27,4.67,2.4,0,13,4,17,2,62.75,2.83,2.5,2.64,3,3.6,20,10,19,4,14,2,65.23,3.17,2.38,2.45,2.5,3.8,21,10,34.51548111,28.41385925,79.72893302
8266000,82660,0,1,2,2,1,NA,9,-2.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8266002,82660,2,1,2,2,1,NA,9,-2.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8266100,82661,0,1,2,2,1,NA,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,17,2,68.46,3,2.5,2.73,2.5,3,32,10,27,6,19,2,66.6,3.42,2.25,2,3.67,4.4,32,13,30.31762383,21.71335757,NA
8266102,82661,2,1,2,2,1,NA,1,0.4,5,18,3,34.99,3.25,2.25,2.82,2.83,2.8,32,16,5,17,2,68.46,3,2.5,2.73,2.5,3,32,10,27,6,19,2,66.6,3.42,2.25,2,3.67,4.4,32,13,30.31762383,21.71335757,32.07231166
8266500,82665,0,1,2,2,1,NA,1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,18,NA,64.66,4,3,3,2.83,3.6,31,13,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8266502,82665,2,1,2,2,1,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,18,NA,64.66,4,3,3,2.83,3.6,31,13,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8266800,82668,0,1,2,2,1,NA,1,0.48,2,14,5,36.19,2.25,4.25,4,4.17,2.6,3,15,5,16,4,65.25,2.67,4.13,3.55,4.33,2.6,25,11,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.12427243,NA,79.01620814
